"business_id","is_open","name","review_count","stars"
"0bjFYstj8USMzEV4ZQldjA","1","Redhawk Coffee","91","5.0"
"yhoCIkTwHihWejVqGYZ4rw","1","DiBella's Subs","26","3.5"
"XWRhaOGnRwHk-FICdbcCfA","1","Nancy's East End Diner","40","4.0"
"rlFEKTaUgQqN4O9ow3LO9w","1","Atria's","81","3.5"
"VPaEJyi2hZJ6Bc2nBlhqEw","1","Food Shoppe","11","4.5"
"xlcasiT7khpxFTvl_vfaoQ","0","Kings","6","2.5"
"165GRJEJ-Jfrzesw7l5oFA","1","The Great American Grill","4","4.0"
"bAWQmZgMggH4HTJnVcpLPw","1","Moe's Southwest Grill","23","3.0"
"On54MnSknSLMDSNnvUV4Ag","0","Taverna 19","11","3.0"
"WjkjrsOzMAQ2wgY9tVyS0Q","1","QDOBA Mexican Eats","35","3.0"
"aeomionBr_VTsIg119vtSw","1","Pastitsio","91","4.0"
"NbEI-3hWnOcRNRJ6qIktTQ","1","Shooti's Bar & Grille","4","4.0"
"Jw9mNU1ibHioRdyGFTafYg","1","Giovanni's Pizza & Restaurant","13","4.0"
"Idow0ymZ7ptpoeVPwzqOPQ","1","The Flame BBQ","20","3.0"
"yIMZ8XeGJePfYWr7BBNzww","1","Maldini's Taste of Italy","10","3.5"
"ZYL14FvffzTKU9BpXQt79Q","1","Hello Bistro","90","3.0"
"S-WbBty-kGOO3Fmwx3Jmlw","1","Pink Box Bakery Cafe","76","4.0"
"bm8-Kriygv-R8DVCmKzoOw","0","Marty's Market","134","3.5"
"C-DGZG8ClR_dOMwYB19vMA","0","Piatto Ristorante Italiano","5","3.0"
"ukB1l0o0MfPtE5GoUzJnIg","1","The Garden Cafe","6","5.0"
"u-A9gv_Q8CwLgjK8nxFxbA","0","Franktuary","35","3.5"
"v3rXLmTCX6ZFR6kIYTY2fg","0","Istanbul Grille","48","4.5"
"cNCXUYQd3kFR_AyfjTejQQ","1","Lot 17","98","4.0"
"F9IJ3EddoyW89O0DFikPTQ","1","Sunseri Jimmy & Nino","40","4.0"
"gFAM3DwY0snYGujBmR-xHQ","1","TGI Fridays","21","3.0"
"CP7TRCpeBr1sTtWqcfRHxQ","1","McDonald's","4","2.0"
"L95ppCbcWAt4LUWrCiEvPg","1","The Capital Grille","227","4.0"
"fMdnlYyN5EMhafyE3dGTFQ","1","Pizza Palermo","11","4.0"
"ih_bb1SaYvsMYfdykhYh2g","1","Wheelfish","53","4.0"
"QT4ax7JkGZma8oMy5j8t2w","0","DragonFire Steakhouse","27","2.5"
"69RyJsThRTlyuyVbMexYDw","0","Big Mama's House of Southern Cuisine","11","2.5"
"idM0hDe_Pp2IeYgH0DIIBw","1","The Big Idea Bookstore and Cafe","18","4.5"
"jDehhKtVZa62k32WHbnc2A","0","China Star","43","3.5"
"JmdgFq9sgXUIzeqalwrTRA","1","Dairy Queen","12","3.5"
"TY_kMmCM_3JSs14NFUvO_g","1","Nak Won Garden","81","3.5"
"nwjIvTxJt2GpMoKzuKWIBQ","1","McDonald's","14","2.5"
"Jk9rocVjl9UTK7uArNBgrA","0","City Grill","9","3.5"
"9GWfMAuAOlkt4MAZ4eZjlA","0","Heavenly Espresso","4","5.0"
"7aZf5c1UNotq4MabBXMZLA","1","Sichuan Gourmet","228","4.0"
"irsqHZvvMdwK5iM3mFZ5Pg","1","Steelhead Brasserie and Wine Bar","39","2.5"
"J5JzAUd2wzyArZ-qHT0A4A","1","Poros","131","3.5"
"FG8atOE15c8IoQH_hEb9zA","1","Geppetto Cafe","102","4.5"
"WdjZK2Zti8mXSXXLYt-aoQ","0","Afamia Mediterranean Grille","29","4.0"
"mMzag04MJ2yH5d_SySdoBQ","1","Garden View Cafe","3","3.5"
"W4k4E2dbDN6bwtPPgNm-XA","1","Amel's Restaurant","68","4.0"
"-IFq5ULEK4Fl8ZzrArtB5g","0","Desi Moorgi","4","4.0"
"MsFj3NTvmhYNYS8Ef8HwFA","0","Shamrock Inn","4","4.0"
"tpJrlhn5QPI0ehDyYjN7qg","0","Szmidt's Old World Deli","89","4.5"
"xoA1_vsxC0xD_fPgDZ2mbg","1","V3 Flatbread Pizza","50","4.0"
"VT8vUd-2s5IdvSNwhNHkpg","1","California Coffee Bar","20","5.0"
"AspFf1d9sRaUloPJAHMqAg","1","Sushi Kim Restaurant","126","3.5"
"wUr4HeEhhPeiFb7UmiYRzg","1","Chick'n Bubbly","111","4.0"
"QCZwZLYHkTyYQDr6jdjKjA","1","Graziano's Pizzeria","30","4.0"
"pVZdH35B95NKyXNA9rnW0w","1","The Artsmiths of Pittsburgh","4","4.5"
"kxAQGy2ZpguB7zn8Nqgb_g","1","Moonlight Truck Food","6","3.0"
"gomzC2CMt6MD_ykOSGwdDA","1","Sushi Tomo","94","4.0"
"ndq4rJcFLMbMGU_gK5u79Q","1","China Wok","31","3.5"
"3RWJGTSIRvGmIbwvMqAOuw","1","Slate Bistro","28","3.5"
"u2Wvpa2pj2jfYcYSs_LETg","1","K & T's Fish and Chicken","17","3.0"
"ym7uH6ZpCfKQ1Of7eaYGCA","1","Donte's Pizzeria","37","4.5"
"IdHIcxCFq84evujUVNcB5w","1","Gateway Center Cafeteria","10","3.5"
"X0JIra66e1kLDraXKa2Ajg","0","Easy Street","23","3.5"
"cPYdwElCHVU794t-Cs0ToQ","1","Obey House Tavern","10","4.0"
"wXw4gfKADpCrZ7etddmsTA","0","Chicken Derby","11","3.5"
"C1ufbUim6sLOn7rKAz8kBQ","0","Seven Cee's","5","4.0"
"ldGnkfXjRNAxRP9cizgr0Q","0","Gio's Cafe","20","4.0"
"BrORoLCE5zVY6ekUb6omNA","1","Mad Noodles","50","3.5"
"hbYY29onGCq0yux6rFhb9w","1","Panera Bread","25","2.5"
"g7OwoWQ_haDYnfmhCYMvSg","1","Deli on Butler Street","68","4.5"
"SLlQSsSHukMz4-3-eaOgUA","1","Chick-fil-A","3","2.5"
"QYlhQ9ivxXFSD7dE_1cy5A","1","Big Shot Bob's House of Wings - Beechview","22","4.5"
"xLy3aWEbtpoUSVdjuHBS0A","1","Plaza Azteca","132","3.5"
"mXS1oNaLd2mHJ9lsReOF_A","1","Baja Bar & Grill","9","2.5"
"hsDkxhc-_YYsVqAeQBJJjg","1","Big Jim's Restaurant & Bar","164","4.0"
"H-B_JoResY4PyXND1_DQfg","1","Mad Mex - North Hills","133","3.5"
"qIyj7PNUSA1B6_rOkc8nIQ","1","Nicky's Thai Kitchen","35","3.5"
"P2uPCEBP2VZsApnvEHCgag","1","All India","132","4.0"
"fUB_aqie86DKI2tTAkG72w","1","Pizza Bellagio","4","2.0"
"YKvRkkluFUMCsFwUyp3SVw","1","Evil Swine BBQ","3","3.5"
"ZYof0WYlilJ3pgWNSgmYKQ","1","Pizza Milano","70","3.5"
"jUxLgiiYKnsM238eUZUqlA","1","Sir Pizza","42","3.0"
"tXZxc-3HcXvj1Z-Tzs4Mkw","1","El Campesino","45","3.0"
"Srl3TFbOAfa-9_1m_wK6xQ","1","Nobby's Pizzeria","15","3.5"
"vH3U-nP1hg7Wr0A9_i201g","1","The Warhol: Cafe","3","2.5"
"VMmGHyGj7nuj16voJkfuJg","0","Miss Saigon 88 Cafe","23","3.0"
"rjKMTKPsjYw4RtiMpHquJA","0","Fajita Grill","18","3.0"
"But8zrzUE3-VGr5P6PLgxQ","1","Bruegger's Bagels & Jamba Juice","49","2.5"
"mZYKqiK-9fzifbFbeEbP1w","1","McCormick & Schmick's Seafood & Steaks","120","2.5"
"RC8NJlX3X2Eo240PU5zJWA","1","Pleasure Bar and Restaurant","77","3.0"
"5mMcFcZGdktTF8Qfh1u02A","1","Crafthouse Stage & Grill","25","3.0"
"GGKesha1RQd21HyzRhj2bA","0","Pittsburgh Cafe","5","3.0"
"eU_713ec6fTGNO4BegRaww","1","La Tavola Italiana","117","3.5"
"g0vVEWvHbKBTvFYGyvhiSg","1","Food For Thought Deli","27","4.0"
"EHGKrUgGpxYpfs4N3paJ1w","1","Penn City Grill","5","2.0"
"2hOU75OoYSid_aMUEvjhVQ","0","Benkovitz Seafoods","20","4.5"
"m5MaRXA1rNX1n1Kbr8-Sog","0","How Lee","4","2.5"
"vNEENSaRjKkQfuKoxKN_VQ","1","AJ's Burger & Peruvian Rotisserie Chicken","21","3.5"
"_KuufwYUWh0dha08LoCVnA","0","Walid's Fish And Chicken","4","3.0"
"dLc1d1zwd1Teu2QED5TmlA","1","Noodlehead","820","4.5"
"heTUR_TGWJ9iYiiEWnikXg","1","Eat Unique","125","3.5"
"815I4_qtNd9Whd5joLZhAQ","1","Gino's Pizza","20","2.0"
"IdTGHJKP-kDdFkRB509jKg","1","Shab's Mediterranean Food","18","3.5"
"0FPlueS5F6l5xIf8Zw8iEQ","0","La Palapa","6","4.5"
"TpZO3sokGBg8mDYyTRiGiQ","0","Union Pig & Chicken","390","3.5"
"oV70qMi0YsuSKcByW4VefQ","0","Mullen's","9","2.0"
"E4U8RCe42CpT3rtof7hEwQ","1","Wendy's","5","1.0"
"0xxW5PmeFV1MWkvDwU7XaQ","0","Cafe On The Strip","29","3.0"
"syJDAay5Huu3QWL51El2cA","0","Ciao! 2","35","2.5"
"iR7KBgAHgt1O2acHhfIviw","1","Taco Bell","7","2.5"
"wtfWKqj6B_hFCb2AZhxGlA","1","Pamelas Diner","83","3.5"
"NBeX33C2lB6KMqpbSueHjw","1","Panera Bread","43","3.0"
"QiZCMGZEwVtg1ybOKybLhQ","0","Kanda House","8","2.0"
"OMzoxV0d1-4THKbHKTtIlQ","1","It's Dogg'n It","3","4.0"
"z1nFepEOkn_Bp5aopscf9w","1","Primanti Bros","3","4.0"
"lSxAQR1FeSljX9zeVJTEWA","0","Silver Palace Chinese Restaurant","16","4.0"
"GYuRMJZfWMg4SZD5RfOSzw","1","Subway","4","3.0"
"X4CRPHvv-33kjxVJISZpUg","1","Little Asia","86","2.5"
"oCvxJBOs-Mbg-4oanPO7lQ","1","Pita Pit","44","4.0"
"u7cXSt_u8u1NMxCI5af4xA","1","Emma's Market & Deli","3","3.5"
"EBwKRtjNeTjA5viMpc5lqQ","0","Lucci's Pizza and Pasta","30","3.0"
"X_3O5pHSI-w-F5yMJOldlw","1","Original Oyster House","125","3.0"
"d6zooCvFxThM1SGye7JJfQ","1","Campus Deli","24","3.0"
"hOv0yRX4Km89-7vJuzPteg","0","Spice Cafe","7","4.5"
"EWpRPVSiPxWbdJBgNDNvGw","1","Piada Italian Street Food","6","4.5"
"TLr_AFOnq4TK_qNGRQzloQ","0","Qdoba Mexican Grill","4","2.0"
"VvMdpGdwnUCSmWYkNeMDJQ","1","Lexus Club at PNC Park","19","4.5"
"wY3dlpLa0BHfDENYAPYuZA","1","Ten Penny","379","3.0"
"Oo3X0pVhRe93-eky6MvM4w","0","Fanattics","7","3.5"
"VhEWjWUrcHFFNAyZN-TzyQ","1","Gluuteny Bakery","84","4.0"
"MkLlb2944GtK07wy9u_wbA","1","McDonald's","8","1.5"
"j54J0Ky4ruVbN_NTJ3daFg","1","Girasole Restaurant","293","4.0"
"9mYjIQ-9DKMuR8kM5M2gtw","1","Chick-fil-A","6","3.5"
"X9Bql7RrPU5Mab5-hJsI8A","0","Burger 21","41","3.0"
"Tc-u6Gfbe78r6cUqWi0AzQ","1","Pizzarella","3","2.5"
"NYMUlUYYEb3H0nKsauj-yw","0","Sushi Boat","49","3.5"
"vuDL_d3GYAtbvX9EJQqVog","1","Pizza Hut","6","2.5"
"LQm8wLJ8VZV2ns4S1yUc0A","0","Pita Pit","21","4.0"
"aHuGV6FS0j8_1_p9vFeNuA","0","Cinco","39","3.0"
"jPqrHW9lXfdtQDmm2wzyrw","0","Abay Ethiopian Cuisine","121","4.0"
"1hCKJqPC9uLIXavNKVudAg","1","Cop Out Pierogies","68","4.5"
"q2y2K9RwT954oQGgeNAu1w","1","Disilva's Pizzeria","16","3.0"
"anfgvbiobw4M0Wnvx_os3Q","1","IHOP","33","2.5"
"v-scZMU6jhnmV955RSzGJw","1","No. 1 Sushi Sushi","87","4.0"
"zMfZLd5_h5W8ZVxTNoeJyQ","1","Steel Cactus","236","2.5"
"tqyhUt1OyImr8hT3wQ0a4A","1","BFG Café","42","4.5"
"ODTI9W7fHMKNWZ3g8VcFUg","1","Mallorca Restaurant","226","3.5"
"Rc0uocoxDpd4TefcHw_X2g","0","Wingstop","7","3.0"
"W_0UsXpT_cES-_hAp_63BA","1","Aracri's Greentree Inn","17","3.5"
"MwsGayIlUkXQ46mkmV3jlA","1","Wok In Heaven","10","3.5"
"o5rtJcyJ6xje1PFj_rhRTA","0","Golden Palace Chinese Restaurant","9","2.0"
"VFv7NcPW9ajUTLleJ8wOQA","1","Chipotle Mexican Grill","57","3.5"
"TTnUoYDCQoTfldLs3AuTDg","1","Chipotle Mexican Grill","11","3.5"
"geytMDcETB3AwhATBbq6gQ","1","Wallace's TapRoom","33","3.5"
"LLGGe9k7NTVy1Z2wH1_Uew","1","Tong's Cuisine","36","3.5"
"ybd0nXoNpGIlkL9bRChs3A","0","Sweet Tammy's","12","3.5"
"jnxt9D-rkZ3j2Qg4Afux3w","1","Ephesus Mediterranean Kitchen","27","3.5"
"K6eK4nCFDx1p5akiRPwfew","1","Vocelli Pizza","14","3.0"
"wpJcD0Qv-q4ShVJYH0hMLw","1","Pesaro's Pizza","48","3.0"
"grtRbOhjogmnTXToPwFoNQ","1","The Mediterranean Grill","50","4.0"
"TYZIMuHwhZo_Hizenmf8Pg","0","BZ's Bar and Grill","76","3.0"
"IMU524Ze7yHf8gc7R-SYUA","0","Panera Bread","5","3.5"
"bD_vqSSU_abcCT0oCzN1xA","1","Wok of Life","3","2.5"
"wAcmbZyRSwp3td-4Z6BvWQ","1","BRGR","102","3.0"
"zxSfGIhK3hH3vVz_pS5eaA","1","Yuva India Kitchen + Bar","107","3.0"
"Apn6Qly16cIUxgB1dYUvjg","1","Don's Diner","14","5.0"
"mw7sClb-8JOHCuM2s6yspw","1","Commonplace Coffee","3","5.0"
"sgnqFImVFaWEJDjYz71m0w","1","Sunnyledge Boutique Hotel","8","3.0"
"FuT3Cp-uWLHzMTDi6vnwLQ","1","Pugliano's Italian Grill","40","3.0"
"RBiTzpD2em9zKwKTMNFoZQ","1","BRGR","3","1.5"
"FIxZW5OjfBotUouYzyYSjw","0","Einstein Bros Bagels","5","2.5"
"USninqjSauwQQ2T_FlkIMw","0","M&J Bistro","19","4.0"
"CkVeYI6HpUmuZ87D6K-i3A","0","Duke's Station","4","3.0"
"gvmhnxxuS6BrPoIuBYd6dw","1","Nancettas Ristorante","28","4.0"
"6_2fCtQLEVXJgbKLnTZaXg","0","Pasta Too","4","4.0"
"Lw2vlPixPe72lDp9Cx6GoA","1","Wang's Kitchen","36","4.0"
"sCyER_dSEpznCAkkMWa8GA","0","Joey D's in the Park, RIDC","5","5.0"
"q6BzQz426uH6rB7bmZvexQ","0","la Cappella","43","3.0"
"TsCq0UqOrKJ_ZJx7KKwKkA","1","Pasqualino's Pizza & Pasta","39","4.5"
"Y-bFPmf15jvrE8ZP9OCTgA","0","Calli's","7","3.5"
"zIY5QBp77eEiGHK8lAfWgg","0","Mark's Grille & Catering","5","3.5"
"WE7UsbkilPeI8nw9ODnD-g","1","Primanti Brothers at PNC Park","14","2.5"
"E4FNLrySCP1HwoZKHoAEIw","0","Subway","3","1.5"
"b_xFN9mtFWHUbny-GoiErQ","1","P&G's Pamela's Diner","257","4.0"
"jFs8pmCWB6n0LWzddOwI1g","1","Walnut Grill","70","3.0"
"R19oiRejCcgRzbeYz2UQig","0","City Oven","10","4.0"
"M-uo9HTEJEx7cS0eCsQyUg","1","The Inn on Negley","35","4.5"
"30ibZa6RLsrdhmCUeoS7tQ","1","Texas Roadhouse","35","3.5"
"tHLJ1pDaaHptb-EbFM2q_A","0","Quaker Steak and Lube","54","3.5"
"hZ79bbzGuiU0ThbasNEALQ","1","McDonald's","6","2.0"
"rwDJu_c584TV4CqPAwu3ZQ","1","Carmella's Plates & Pints","142","4.0"
"BcLFIr4wtd3GQ3fnz15yDQ","1","DiAnoia's Eatery","219","4.5"
"TWk7hL6yCx5mYcs0Ys-usQ","1","Stinky's Bar & Grill","40","4.0"
"yYyAdIxKBvFbUa19Kymq_Q","0","Paparazzi Restaurant","5","3.5"
"HGBmtJ-eiLok7sVZUBbIYg","0","Popeyes","5","1.0"
"NgYQvMLzs2lbvQGX4cMWIg","0","Yo Rita","126","3.5"
"kkD0tv_e5E6a8kRpLYEcaA","1","Oishii Bento","230","4.0"
"DSyBqO8U8INz9cjduM6DzQ","0","Wintzell's Oyster House","50","3.5"
"uNMQV-r1nO5dfGSGnVTFUA","0","No 1 China House","4","3.0"
"zaDZo74bWzds9MunE6XVxA","0","Vincenzos Pizza & Pasta","6","2.5"
"JUiIEt5wW7ImwOdpEc-r0Q","0","Mandy's Pizza","10","2.0"
"aJwVO17rF28WPCWes9qCkA","1","Reed & Co","10","4.5"
"4CE_jyoNwSYkorer13G5OQ","0","El Toro Loco","55","3.5"
"LTF14u6dfIyJQ41P-FooiA","1","China Cafe","12","4.0"
"_EGWxiD27k3ahcFpmbSjQg","0","Great Wall Chinese Food","4","3.5"
"E9Gnux898nomZK0fYErQVw","1","Everyday Cafe","5","5.0"
"XItYW5ul3OW_AqpT2nDbBQ","1","Park Bruges","253","4.0"
"TcCWYYL6FxBTT6KrxabwRg","1","Edgar Tacos Stand","54","5.0"
"_IAxXD30S4ODGh92m8tLJw","0","Pizza Sola","61","3.5"
"XMJpOti7qAamQFfHJwFBSQ","1","Remedy","57","3.5"
"K2C8dSx9215LLcIzHL959Q","1","The Twisted Frenchman","102","4.5"
"QbuWKli8fme4O84t99UfSg","1","The Mintt","103","3.5"
"SHlfx41Mo4dk2WR1VyT2_Q","1","Adda Coffee & Tea House","71","4.0"
"kzCG-KC3YVrQs7l-0d0b1w","1","Jet's Pizza","39","3.5"
"9xjAQ9VlK6e46xy_iLzXqg","1","Kavsar Restaurant","97","4.5"
"R5SvHm0lJf3hlI9R-TTyAQ","0","Bella Sera Urban Trattoria","21","3.5"
"FV5o9VV0yTU2Kt2bmjlHbA","0","Bona Terra Restaurant","28","4.5"
"H4YK4AK3TimOFmv9GtqPGQ","1","Mezbaan Indian Cuisine","25","3.0"
"X__mjN8mTACUdp0Sy806hQ","0","Italian Oven Restaurant","9","4.0"
"yednPCeCKT2eQWtv5wd7Lg","0","The Boulevard Restaurant & Bar","17","3.5"
"7PRse3yCQbEprAj1DWrEQQ","0","Dish Osteria and Bar","189","4.5"
"rBko32y5vK13SD_sW3AG_g","1","Colony Café","52","4.5"
"wQt02A5yue6S0ujGZUQerw","1","Pizza Hut","6","1.5"
"cHEwqPrYvYGuES-dBwt3Kw","0","Freeport Pizza Kitchen and Bar","4","1.5"
"_R1jBQQieKpNGMBqmrLRyA","1","NOLA","439","3.5"
"DId2r0a4C2ixCbuLApxx8g","0","Chopstix","3","1.5"
"7RkcQem9jJFxvVU5TSJMdw","1","Hanini Market","3","3.0"
"Z2NIEKTVVP2nEmOF4jNxqQ","1","Millie's Homemade Ice Cream","233","4.5"
"FQXu06x5D5huxPbK04DItw","1","QDOBA Mexican Eats","10","3.5"
"sgmzN_YnOPtHAAfGlhc9yA","1","John Anthony's Restaurant Lounge & Banquets","7","4.0"
"zuUWG7OdMv6awFRYhEYT5Q","1","Local Bar + Kitchen","195","3.0"
"lKom12WnYEjH5FFemK3M1Q","1","Primanti Bros.","1101","3.5"
